tipo_balsa,tempo_corte_total,qtd,peca,descricao,espessura_mm,peso_kg,peso_total_kg,bloco,painel,nesting,obs_base
"RAKE","0:07:50","1","RD-H3_B","2.800 x 1.790","12","469.180","469.180","PCAS DE TETO","PCAS DE TETO","4339","R1"
"RAKE","0:07:50","1","RD-H3_B","2.800 x 1.790","12","469.180","469.180","PCAS DE TETO","PCAS DE TETO","4340","R1"
"RAKE","0:07:50","1","RD-H3_A","2.800 x 1.790","12","469.180","469.180","PCAS DE TETO","PCAS DE TETO","4337","R1"
"RAKE","0:07:50","1","RD-H3_B","2.800 x 1.790","12","469.180","469.180","PCAS DE TETO","PCAS DE TETO","4341","R1"
"RAKE","0:07:50","1","RD-H3_A","2.800 x 1.790","12","469.180","469.180","PCAS DE TETO","PCAS DE TETO","4338","R1"
"RAKE","0:07:47","1","RD-H3_C","2.700 x 1.790","12","452.320","452.320","PCAS DE TETO","PCAS DE TETO","4344","R1"
"RAKE","0:07:47","1","RD-H3_C","2.700 x 1.790","12","452.320","452.320","PCAS DE TETO","PCAS DE TETO","4342","R1"
"RAKE","0:07:47","1","RD-H3_C","2.700 x 1.790","12","452.320","452.320","PCAS DE TETO","PCAS DE TETO","4343","R1"
"RAKE","0:01:37","1","DEFENÇA-W-S_150_X_1830","1.830 x 150","16","34.480","34.480","ACESS_DEFENCA","ACESS_DEFENCA","4519","R1"
"RAKE","0:01:26","1","RD-HB19B-C","1.250 x 607","16","95.320","95.320","BDF3","RD","4519","R1"
"RAKE","0:03:30","2","RD-HB23B-B","1.050 x 607","16","80.070","160.140","BDF4","RD","4519","R1"
"RAKE","0:01:52","1","BPR-RFR0/RFR94-BVS1B","1.220 x 1.319","16","195.940","195.940","BPP","RFR0/RFR94","4519","R1"
"RAKE","0:01:31","1","BPR-RFR94-BVP1B","1.208 x 1.318","16","193.890","193.890","BPP","RFR94","4519","R1"
"RAKE","0:01:09","1","RD-HB48A-C","1.000 x 349","16","43.530","43.530","BPP","RD","4519","R1"
"RAKE","0:01:17","1","RD-HB74-B_R1.IGS","1.013 x 344","16","43.700","43.700","BPP","RD","4519","R1"
"RAKE","0:01:33","1","RD-HB76-C.IGS","1.013 x 344","16","43.700","43.700","BPP","RD","4519","R1"
"RAKE","0:01:05","1","BPR-QD-H3S","690 x 520","16","45.070","45.070","BPR","RD","4519","R1"
"RAKE","0:01:05","1","BPR-QD-H3P","690 x 520","16","45.070","45.070","BPR","RD","4519","R1"
"RAKE","0:04:59","5","BPR-RD1-H9~H17-R2","592 x 450","16","33.230","166.150","BPR","RD1","4519","R1"
"RAKE","0:01:59","1","BPR-RS-14~15","2.805 x 102","16","35.790","35.790","BPR","RS","4519","R1"
"RAKE","0:00:58","1","RD-HB40-C","641 x 349","16","27.130","27.130","BPR","RD","4519","R1"
"RAKE","0:01:41","1","RD-TZ13-C-R1","2.524 x 1.639","16","519.730","519.730","BPR","RD","4519","R1"
"RAKE","0:03:41","3","RD-HB49C-B","900 x 349","16","39.360","118.080","BPP","RD","4519","R1"
"RAKE","0:01:13","1","RD-HB48C-C","900 x 349","16","39.360","39.360","BPP","RD","4519","R1"
"RAKE","0:03:51","3","RD-HB49B-B","1.000 x 349","16","43.800","131.400","BPP","RD","4519","R1"
"BOX","0:09:58","1","B-BCB3-RL1-H2P-R2","12.000 x 1.860","8","1,401.700","1,401.700","BCB3","RL1","3527",
"BOX","0:02:52","1","RL1-HB1A-B","2.987 x 337","8","58.910","58.910","BCB4","RL1","4226",
"BOX","0:02:52","1","RL1-HB2A-C","2.987 x 337","8","58.910","58.910","BCE4","RL1","4226",
"BOX","0:02:55","1","RL2-HB6A-B","2.988 x 337","8","58.120","58.120","BCE4","RL2","4226",
"BOX","0:02:30","1","RD-TZ6-BB","422 x 2.775","8","73.500","73.500","BCB4","RD","4226",
"BOX","0:09:04","1","RL1-H17","1.389 x 12.000","8","1,046.440","1,046.440","BCB2","RL1","4226",
"BOX","0:09:58","1","B-RL1-H28","12.000 x 1.860","8","1,401.700","1,401.700","BCE3","RL1","3528",
"BOX","0:05:38","2","RL1-HB1A-B","2.987 x 337","8","58.910","117.820","BCB4","RL1","3529",
"BOX","0:08:54","1","B-BCB3-RL1-H3P-R2","12.000 x 1.389","8","1,046.440","1,046.440","BCB3","RL1","3529",
"BOX","0:02:48","1","BPP-RD1-H7","3.708 x 51","8","11.770","11.770","BPP","RD1","3529",
"BOX","0:02:48","1","BPP-RD1-H8","3.692 x 51","8","11.720","11.720","BPP","RD1","3529",
"BOX","0:02:29","1","RFR0/RFR94-HB53-B","2.827 x 337","8","57.730","57.730","BPP","RFR0/RFR94","3529",
"BOX","0:02:41","1","RFR0/RFR94-HB54-B","2.827 x 337","8","55.270","55.270","BPP","RFR0/RFR94","3529",
"BOX","0:09:58","1","BPP-RFR0/RFR94-H4","12.000 x 1.868","8","1,407.720","1,407.720","BPP","RFR0/RFR94","3847",
"BOX","0:05:44","2","RL1-HB2A-C","2.987 x 337","8","58.910","117.820","BCE4","RL1","3531",
"BOX","0:09:03","1","B-RL1-H29","12.000 x 1.389","8","1,046.440","1,046.440","BCE3","RL1","3531",
"BOX","0:02:44","1","RFR0/RFR94-HB55-C","2.827 x 337","8","55.280","55.280","BPP","RFR0/RFR94","3531",
"BOX","0:02:32","1","RFR0/RFR94-HB56-C","2.827 x 337","8","57.730","57.730","BPP","RFR0/RFR94","3531",
"BOX","0:01:01","1","B23-B","780 x 449","8","14.310","14.310","BPP","BPP","4374",
"BOX","0:02:03","2","B24-C","780 x 449","8","14.310","28.620","BPP","BPP","4374",
"BOX","0:01:04","1","B25-C","806 x 539","8","19.120","19.120","BPP","RS","4374",
"BOX","0:09:39","1","BPP-RFR1/RFR93-H2-R3","11.900 x 1.860","8","1,275.190","1,275.190","BPP(2)","RFR1/RFR93","4374",
"BOX","0:09:56","1","BPP-RD1-H2","12.000 x 1.817","8","1,369.440","1,369.440","BPP(1)","RD1","3896",
"BOX","0:06:52","3","RL2-HB5A-C","2.988 x 337","8","58.120","174.360","BCB4","RL2","4227",
"BOX","0:01:49","1","RD-HB23C-B","2.400 x 508","8","76.630","76.630","BDF4","HASTILHA","4227",
"BOX","0:04:04","8","B31","252 x 146","8","1.400","11.200","BPP","RFR1","4227",
"BOX","0:00:43","1","B35","559 x 317","8","7.100","7.100","BPP","BPP","4227",
"BOX","0:02:27","3","B32-C","721 x 410","8","12.440","37.320","BPP","RD1","4227",
"BOX","0:02:48","5","B36","300 x 170","8","2.280","11.400","BPP","RFR0","4227",
"BOX","0:06:57","1","BPP-RD1-H3-R1","11.997 x 1.002","8","754.560","754.560","BPP(1)","RD1","4227",
"BOX","0:00:57","1","BPP-RD2-H4B2-R2","775 x 440","8","16.700","16.700","BPP","BPP","4227",
"BOX","0:00:57","1","BPP-RD2-H4B4-R2","775 x 440","8","16.700","16.700","BPP","BPP","4227",
"BOX","0:02:14","2","RD-HB52-B","1.095 x 347","8","22.510","45.020","BPP","RD","4227",
"BOX","0:02:01","1","RFR1/RFR93-HB64-C","3.000 x 337","8","63.260","63.260","BPP","RFR1/RFR93","4227",
"BOX","0:08:22","1","BPP- RFR0/RFR94-H1","916 x 12.000","8","689.950","689.950","BPP","RFR0/RFR94","4281",
"BOX","0:01:42","1","RD-HB73-B.IGS","1.793 x 330","8","36.560","36.560","BPP","RD","4281",
"BOX","0:08:48","3","RFR1/RFR93-HB60-B","3.295 x 333","8","64.280","192.840","BPP","RFR1/RFR93","4281",
"BOX","0:12:19","6","HASTILHA TESTE 1875","1.875 x 508","8","59.870","359.220","BDF1(6)","HASTILHA","4281",
"BOX","0:03:11","1","BPP-RD1-H1","2.051 x 1.817","8","234.090","234.090","BPP(1)","RD1","3899",
"BOX","0:09:19","1","BPP-RD2-H4A-R1","8.004 x 1.860","8","904.860","904.860","BPP(1)","BPP","3899",
"BOX","0:02:53","1","BPP-RFR0/RFR94-H3-R1","1.868 x 1.598","8","187.460","187.460","BPP","RFR0/RFR94","3899",
"BOX","0:00:53","1","B1-C","564 x 391","8","8.370","8.370","BCB4","RL2","3900",
"BOX","0:01:03","1","B24-C","780 x 449","8","14.310","14.310","BPP","BPP","3900",
"BOX","0:00:59","1","B32-C","721 x 410","8","12.440","12.440","BPP","RD1","3900",
"BOX","0:02:33","1","BPP-RFR0/RFR94-H3-R1","1.868 x 1.598","8","187.460","187.460","BPP","RFR0/RFR94","3900",
"BOX","0:03:27","1","BPP-RFR1/RFR93-H1-R2","3.100 x 1.860","8","354.590","354.590","BPP(2)","RFR1/RFR93","3900",
"BOX","0:05:19","1","BPP-RFR1/RFR93-H4-R1","6.025 x 1.860","8","703.770","703.770","BPP(1)","RFR1/RFR93","3900",
"BOX","0:02:04","1","HASTILHA TESTE 1875","1.875 x 508","8","59.870","59.870","BDF1(1)","HASTILHA","3900",
"BOX","0:00:28","1","B22","71 x 35","8","0.080","0.080","BCE2","BCE2","3900",
"BOX","0:00:53","1","B1-C","564 x 391","8","8.370","8.370","BCB4","RL2","3903",
"BOX","0:00:53","1","B1-B","564 x 391","8","8.370","8.370","BCB4","RL1","3903",
"BOX","0:01:03","1","B24-C","780 x 449","8","14.310","14.310","BPP","BPP","3903",
"BOX","0:01:00","1","B33-B","721 x 410","8","12.440","12.440","BPP","RD1","3903",
"BOX","0:02:45","1","BPP-RD1-H7","3.708 x 51","8","11.770","11.770","BPP","RD1","3903",
"BOX","0:02:44","1","BPP-RD1-H8","3.692 x 51","8","11.720","11.720","BPP","RD1","3903",
"BOX","0:06:39","1","BPP-RFR1/RFR93-H5-R2","8.275 x 1.758","8","685.920","685.920","BPP(1)","RFR1/RFR93","3903",
"BOX","0:05:15","1","BPP-RFR1/RFR93-H6-R2","6.025 x 1.758","8","437.530","437.530","BPP(1)","RFR1/RFR93","3903",
"BOX","0:02:37","1","RFR0/RFR94-HB55-C","2.827 x 337","8","55.280","55.280","BPP","RFR0/RFR94","3903",
"BOX","0:02:28","1","RFR1/RFR93-HB64-C","3.000 x 337","8","63.260","63.260","BPP","RFR1/RFR93","3903",
"BOX","0:09:58","1","RD-H1","12.000 x 1.860","8","1,401.700","1,401.700","BDF1","RD","3904",
"BOX","0:09:58","1","RD-H1","12.000 x 1.860","8","1,401.700","1,401.700","BDF1","RD","3905",
"BOX","0:09:58","1","RD-H1","12.000 x 1.860","8","1,401.700","1,401.700","BDF1","RD","3850",
"BOX","0:09:58","1","RD-H1","12.000 x 1.860","8","1,401.700","1,401.700","BDF1","RD","3906",
"BOX","0:09:58","1","RD-H1","12.000 x 1.860","8","1,401.700","1,401.700","BDF1","RD","3852",
"BOX","0:09:58","1","RD-H1","12.000 x 1.860","8","1,401.700","1,401.700","BDF1","RD","3853",
"BOX","0:02:21","1","BPP-RD1-H4-R1","2.054 x 1.002","8","129.210","129.210","BPP(1)","RD1","3907",
"BOX","0:02:02","1","BPP-RD2-H4B1-R2","2.095 x 440","8","57.900","57.900","BPP","BPP","3907",
"BOX","0:06:49","1","BPP-RFR1/RFR93-H3-R1","8.275 x 1.860","8","966.590","966.590","BPP(1)","RFR1/RFR93","3907",
"BOX","0:01:44","1","RD-HB73-B.IGS","1.793 x 330","8","36.560","36.560","BPP","RD","3907",
"BOX","0:06:19","3","HASTILHA TESTE 1875","1.875 x 508","8","59.870","179.610","BDF1(3)","HASTILHA","3907",
"BOX","0:11:32","1","BCB2-RD-H1P-R1","12.000 x 1.860","8","1,387.270","1,387.270","BCB2","RD","3908",
"BOX","0:10:50","1","BCB1-RD-H1P-R2","12.000 x 1.860","8","1,387.730","1,387.730","BCB1","RD","3855",
"BOX","0:09:54","1","BCB1-RL2-H9","12.000 x 1.760","8","1,326.340","1,326.340","BCB1","RL2","3909",
"BOX","0:09:18","1","RL1-H40","11.600 x 1.860","8","1,354.970","1,354.970","BCE4","RL1","3549",
"BOX","0:01:49","1","RD-HB73-B.IGS","1.793 x 330","8","36.560","36.560","BPP","RD","3549",
"BOX","0:09:58","1","RL1-H11","12.000 x 1.860","8","1,401.700","1,401.700","PCAS DE TETO","PCAS DE TETO","3885",
"BOX","0:11:27","1","BCE1-RL1-H10","1.767 x 12.000","8","1,331.340","1,331.340","BCE1","RL1","3910",
"BOX","0:11:21","1","BCB1-RL1-H5","1.767 x 12.000","8","1,331.420","1,331.420","BCB1","RL1","3892",
"BOX","0:09:57","1","BCB1-RL1-H6","12.000 x 1.860","8","1,401.700","1,401.700","BCB1","RL1","3856",
"BOX","0:09:51","1","BCB1-RL2-H8","12.000 x 1.686","8","1,270.650","1,270.650","BCB1","RL2","3857",
"BOX","0:11:10","1","RL1-H19","1.767 x 12.000","8","1,331.410","1,331.410","BCB2","RL1","3558",
"BOX","0:08:41","1","BCB1-RL1-H7","12.000 x 1.389","8","1,046.440","1,046.440","BCB1","RL1","3911",
"BOX","0:04:49","2","RD-TZ7-BE","422 x 2.775","8","73.500","147.000","BCE4","RD","3911",
"BOX","0:02:59","3","B32-C","721 x 410","8","12.440","37.320","BPP","RD1","3911",
